id,company,ticker,analyst,executive,question,answer,label,rater2_label,notes
88,Natera,NTRA,"Kallum Titchmarsh, Morgan Stanley (second follow-up)","Michael Brophy, CFO","And, Mike, maybe just 1 for you. Outside of the ASP uptick, highlighted some internal work that is being done to drive down COGS. Could you maybe just detail in a little more what those actions are and when you think those can come through the P and L? Thanks, guys.","Yeah. Thanks for the question. This is really kind of our standard playbook. We launched new products very frequently. You have seen that pace of the new launches been quite intense over the last year. As those products launch, obviously, they are not yet optimized for COGS as they kind of they get to volume scale. So as they scale, you get some natural efficiencies with workflows in the lab. And then also once you see you confirm that you do have the demand for the new product and the investment is worth it, then it is relatively straightforward to then deploy resources then to the workflow itself for COGS. Those are some of my favorite R&D projects because you can see what the demand is. You can see what the savings per unit is, and so it is quite easy to calculate returns on invested capital for those for those projects. And we have generated very high returns on these cost reduction projects. Over the last decade. So just given the pace of the new product launches we have had over the past year, we are well set up to have another wave of cost reduction projects that hit over the next 12 to 18 months.",,,
89,Natera,NTRA,"Subhalaxmi Nambi, Guggenheim","Steven Leonard Chapman, CEO / Michael Brophy, CFO","Hey, guys. Thank you for taking my questions. There are 2 topics I wanna address, and 1 of it was partially addressed. But I will touch on it anyway. First on R&D, it looks like you increased the budget for early cancer detection program. Are you accelerating timelines here What is driving the investment? And second, on margins, in a huge revenue quarter, gross margins did not increase by that much sequentially. There are some good reasons that could happen, things like a jump in new Signatera starts, or more latitude growth. Is that right? 1, and then do these mixed dynamics start to flip later this year? Thank you so much.","Yeah. Thanks for the question. So I will take the first 1 on ECD. So, you know, we are actually really tracking along at where we thought we would on the f enabling study, the FIND study. We think we are gonna be done recruiting this quarter, which is sort of what we outlined in the prepared remarks. So, you know, that is really on schedule. We are excited about that. You know, we have kind of backed that with just readout of proceed that we had early, you know, I think, at the JPM conference previously, which we are excited about. So now we are doing the development work. You know, we are getting the assay ready to be in a position to run the FIND study. When all after all the samples are collected and then be in a position to submit to the FDA. So these are all expenses that you know, over time will go away. You know? But I think for now, you know, this is sort of what needs to be done to be in a position to submit to the FDA. We think this is a huge market opportunity, and we are in a position to be you know, potentially 1 of the key players in this space. So, Mike, do you wanna comment on the margin?

[continued by Michael Brophy, CFO]

Yeah. it is very similar to the, you know, to the topic we were covering with Kallum, which is yeah. We did have a huge number of new Signatera starts commensurate with the blowout in volumes that we had for Signatera. And then we had some very promising growth in a bunch of these new products. The COGS are not yet optimized. But as I just mentioned, we have got ample opportunity now, now that we see the volume coming in. To go and tighten down those COGS and optimize those workflows, which we are excited to do, again, over the next kind of 12 to 18 months.",,,
90,Republic Airways,RJET,"Savanthi Syth, Raymond James","Matthew Koscal, President and CEO","Just on the guidance, Matt, you mentioned that -- in last call, you said that just given the uncertainty, you weren't taking it up. And I was just curious, is this kind of confidence to take your guidance up just based on what you've completed already? Or are you getting kind of greater confidence from your partners as they schedule kind of their block hours?","Savi, this is Matt. Thanks for the question. Thanks for joining the call. It's a bit of both. We -- as we talked in the first quarter, we had seen a demand signal that was greater than where we entered the year and what our plan and forecast was. And we continue to see that demand signal as we go through Q3 and Q4. Q3, we do have some noise and a lot of it is this weather disruption. As I said, we're at 91% through earlier this week. Our worst month during winter storms was just over 92%. So that kind of gives you an idea of the magnitude of that impact. But despite that noise, the organic demand signal remains strong. Demand for the product is strong, and we feel confident that we can take that number up through the back half of the year here.",,,
91,Republic Airways,RJET,"Savanthi Syth, Raymond James (follow-up)","Matthew Koscal, President and CEO","That's helpful. And then -- just on the Mesa alignment side, I know a lot -- you were working on kind of aligning the maintenance on the aircraft. I was wondering where you were in kind of aligning that and getting kind of that fleet closer to kind of the legacy Republic fleet?","Yes. So great question. And let me break it up as kind of answering it in 2 parts. First, we have our internal metrics of, are we meeting our turn time reductions that we had planned for and the improvement that we thought we could bring to the Mesa maintenance program, and we are. We're actually seeing all of those improvements on an aircraft-by-aircraft turn time. We still need to get through the entire fleet, though, right? So it's just -- it changes the amount of duration that it takes for us to get through the entire fleet. It accelerates that. So you still don't start to see that real improvement or that impact till the back half of 2027. It just means though that the ability for us to actually meet those improved turn times ensures that, that work gets done by the end of 2027 as opposed to going through 2028 if we were on the previous turn times at Mesa.",,,
92,Republic Airways,RJET,"Michael Linenberg, Deutsche Bank","Matthew Koscal, President and CEO","It's always nice to hear an airline characterize the year as a transformational year and still post double-digit operating and pretax margins. And so my question is just, as you -- in the release, you talk about the integration taking 18 to 24 months and then you get to a point where you expect to realize true operational synergies. How can we express that in margin improvement? We're at 10% on a pretax, 12% operating. Are we talking a couple of hundred basis points of margin improvement once the full integration is complete? How should we think about that?","Yes. So Mike, I don't know if we're ready to unpack what it looks like at the end of the road here yet. We're going to be able to unpack 2027 for you as we get towards our end of year forecast here, and we'll give you a bit of a peek into that. We really don't start to appreciate the full effects of this until we get through that back half of 2027 and fully into 2028, right? As we get into 2028, you'll start to see a lot of the noise, the redundancy and the fleet improvement, right, that increase in utilization that we'll unlock at Mesa and in the fleet there begin to contribute both to the top line and to the bottom line. But I think the 2027 forecast that we're working through now will help unpack a bit of that and start to shape up what 2028 can look like as well.",,,
93,Republic Airways,RJET,"Michael Linenberg, Deutsche Bank (follow-up)","Matthew Koscal, President and CEO / Joe Allman, EVP and CFO","Matt, when you talk about the fleet utilization, maybe to put some numbers around that, where are you today on a daily utilization? And where do you think that could go?","So, let me unpack where I really think the improvement on the Mesa side is. In the fleet utilization concept there, we believe we could actually add about 10% to 15% when we get to full health on the maintenance program at Mesa. If we look at the difference between the maintenance program at Mesa and the maintenance program at Republic, how we've historically operated those fleets, we think there's a greater than 10% improvement in the overall Mesa fleet once we get to the end of that 2027, 2028 time frame. The daily utilization per aircraft will fluctuate a little bit up and down from where we're at today seasonally, but it's really getting more of those aircraft put to work.

[continued by Joe Allman, EVP and CFO]

Yes. Mike, this is Joe speaking. And Matt's exactly right. It's really an increase in scheduled lines available to fly as the maintenance aircraft come back online. And so you get that what I'll call normal pickup to what we're seeing today on that fleet. And on a scheduled available aircraft line of flying, we're somewhere in that above 9.5, probably closer to 9.8. And our partners want to continue to try to squeeze as much utilization as they can out of fleet. So we're ready to respond, and we're positioning the fleet to be in a position to capture that utilization when available.",,,
94,Republic Airways,RJET,"Michael Linenberg, Deutsche Bank (third question)","Joe Allman, EVP and CFO","My second actually is to you, Joe. Can you just remind us, this is a quick one, just your percentages of what you own of Eve and Cape Air?","Yes. So we're about a 40% owner in the Cape Air equity. And on the Eve investment, that's really a mark-to-market on the warrants that we hold related to Eve that flows through the non-operating line.",,,
95,HSBC,HSBC,"Guy Stebbings, BNP Paribas","Georges Elhedery, Group CEO / Manveen Kaur, CFO","So a couple of questions really around growth. It does sound like part of the message today is that there's more opportunities out there to deploy capital into the business. So now it's more of a priority, perhaps over buybacks from here. So two questions sort of falling off that. What sort of metrics are you looking at when making that decision? Presumably there's a demand point here, but also a spread point. So perhaps you could talk about where you're seeing good opportunities on both the volume and spreads right now and attached to that, when it comes to capital generated from upcoming sales, should we again think about the priority being deployment back into the business rather than buy back? And then on net interest income, I mean, clearly, it's been a good huge print you've got hedge support in the second half. And then again, there seem more upbeat message on volume dynamics. I'm struggling a little bit with the guidance for the second half of the year if we're expecting that to work through. What is it that means that we don't see growth in the second half versus that Q2 run rate?","Okay. Thank you, Guy, for your two questions. I'm going to take your first question on growth and ask Pam to comment on the Banking NII for the second half of the year. So first, with the focus of our business on these areas where we are a market leader where we can drive underlying growth and where we can generate high returns. We are seeing now growth in all those areas of focus across all four businesses. We're also actually driving those from a position of material strength. I mean we are the leading Asia wealth manager. We are the world's trade bank. We are -- we serve Hong Kong across two iconic brands, and we, of course, have a very important role in the U.K. as a home market as the U.K.'s leading international bank. So therefore, it does become very important that we continue supporting these leadership positions with the underlying structural growth opportunities in order to continue taking market share and serve our clients with the strength. Now with regards to loans specifically, one thing to reassure you about is that we will only grow at the right returns and within our risk appetite. That is paramount in the way we drive our growth. And that means meeting our targets or exceeding our targets. We're very pleased to see growth in the U.K. Commercial has grown 10% with USD 10 billion -- additional USD 10 billion additional loans. But we're also very pleased to see finally Hong Kong resume loan growth after many quarters of contraction or flat. So this is very encouraging for the future. And then lastly, Guy, on that. Again, our priority in the way we use our capital generation 100 basis points, first is to deliver the 50 basis points accrual for our dividend. That's to meet our 50% dividend payout ratio on our earnings adjusted for material notable items. The second priority use of our capital is to support business organic growth. This is how we can generate the highest value for our shareholders when we do it, of course, within risk appetite and at the right returns. And then the leftover excess capital preferred mechanism to distribute it is through share buybacks, and we're very pleased this quarter to announce a $1 billion share buyback after pausing it for 3 quarters, rebuilding capital from the Hang Seng Bank privatization. Pam?""

**Answer (Kaur):** ""Thanks, Guy. So you're absolutely right. The banking NII environment is benign. And our own update on the guidance of at least $46 billion, reflects a good outlook for our balance sheet, both from a deposit and a loan side, which had an uptick in the second quarter and a supportive rate environment, which will give us a modest benefit for the rest of the year. We also have the benefit coming from the reinvestment of $50 billion of maturing structural hedge assets, which are currently yielding 2.8% in the second half of the year. But as always, in any guidance, we take into account a range of plausible outcomes when setting out the guidance. So there's a certain buffer in it, and that includes consideration of volatility, particularly in HIBOR. You've seen some of that recently. As well as FX rates. And as you can imagine, if sterling is weaker. That has an impact for us for on a dollar-based Banking NII. So, all in all, really comfortable with the guidance update, and I would just stress on at least $46 billion. And of course, mathematically, you're quite right with the run rate, you could pretty much get a larger number.",,,
96,HSBC,HSBC,"Alastair Warr, Autonomous","Georges Elhedery, Group CEO / Manveen Kaur, CFO","Two questions on costs, if I may. First, quite simple. If you could just give a little bit more color on where the additional simplification saves are coming from, what's changed there? And then a second question, just looking a bit further out, really. You've talked about the revenue in the medium term, moving up towards 5% growth. We've got a little bit more nuance today on variable costs. There are jaws built into consensus 2, 3 years. I just wondered if you could talk about the potential trend for reported cost growth, just bearing in mind that moving on to 5% on the revenue side in the next couple of years.","Okay. Thank you, Alastair, I'm going to take your first question around the additional saves and just give you some high level on variable costs, which then Pam can talk to with more color. So additions. So we're very pleased to have upgraded our simplification saves from $1.5 billion to $2 billion to be delivered and to be actioned before the end of this year and delivered in full in 2027. And we're doing so with the same initiative committed $1.8 billion of cost to achieve, a one-time cost to achieve. So we're pleased with this upgrade. We have seen strong progress on our cost delivery, part of it refers to areas of cost where we had a little bit more uncertainty at the inception of this program, and we felt more authority now 1.5 years into it. So you can argue this is a kind of 1.5 years ago, some conservatism in our approach, which we are comfortable to deliver. Some of it has been delivered because we managed through attrition, some of the headcount adjustments that may have been required as opposed to using severance. And then some of it has been additional identified opportunities that we decided to be in the program and accelerate given the -- that we haven't used the $1.8 billion envelope. So this is really how we're driving it. Remember, this is only one area where we're delivering simplification saves. The other area is by making these business exit decisions, 15 of which have been announced so far, with about $1.1 billion of associated costs, which would be saved from these businesses and reinvested, redeployed in our areas of strategic strength, where we expect to generate better revenues and better returns than the businesses we're exiting. Look, on variable costs, the comment I would make is this is a decision we will make at the end of the year, but we recognize that the momentum in our business and the performance have been strong in the first half specifically in the second quarter. And therefore, if we do continue to see this momentum in the business carry on in the second half, we would certainly consider to recognize the contribution of our colleagues towards it. In the variable pay, which all in all, will have a modest impact on our overall cost. But our commitment to cost discipline, our commitment to meet our cost target from the bank 1% on a cost basis and our confidence in being able to meet it are not changing. Pam?""

**Answer (Kaur):** ""Yes. Thank you, Alastair. So firstly, we are very disciplined on run-the-bank costs. And that is how we are now targeting $2 billion on simplification saves. And we have delivered 1% year-on-year in the second quarter, and we continue to guide on around 1% cost growth for the full year '26. Now just in terms of variable pay as a context, it was $3.9 billion last year, which is 11% to 12% of our group costs. So any increase which we will consider provided revenue growth momentum continues, and that's a decision, as Georges said, at the end of the year, they'll only have a modest change in total cost for the year. In terms of 2027, you've seen our revenues are growing. We printed a growth number, 6% Q1, 7% in Q2. And our investments to date, which are very focused, are working. Now this gives us strong confidence to bring forward our planned investments. So we may, therefore, add to investment growth in 2027. Now just as a background, inflation and investment increased costs by around 5% in the first half of '26, before simplification saves. So we expect in the next year, that we will offset any additional investment with simplification saves. And that will be a partial offset including the offset that will come from the additional $0.3 billion on simplification saves that we announced and today, which is on Slide 26. In addition, as Georges said, we have good momentum on our divestments. So the $1.8 billion of cost reallocations over the next several years will create incremental investment capacity. It was $300 million in '26, higher than '25. We expect that to be slightly higher in '27. So all in all, this is not about not having discipline in run-the-bank costs, but this is about making a clear distinction while maintaining discipline on run-the-bank costs to be able to invest for future growth, given the revenue strong trajectory of growth we're seeing so far this year.",,,
97,HSBC,HSBC,"Andrew Coombs, Citi","Georges Elhedery, Group CEO / Manveen Kaur, CFO","Just two follow-ups, please. Coming back to the costs, there are obviously a lot of moving parts. You are talking about accelerating the investment spend next year. At the same time, you slightly increased the simplification saves -- and now on Slide 29, you've got a whole host of divestments that are obviously going to drop away on both the revenue line and the cost line. So just a very simple question, I guess, can I ask you to comment on current consensus, which is the 3% cost growth to $35.4 billion next year? And then the second question related to that is that you talked about accelerating investment spend, but there's no change in your revenue growth targets. So what is the payback on this incremental investment? And what's the time frame?","Andrew, thank you for the question. Let me -- I'd like to give you some broad comments on cost and revenue growth, and I'll let Pam give you more details. So we're pleased to be moving at pace in our simplification. The increase of our simplification saves to $2 billion the speed of decisioning in our business exits, three of which we announced over the last 10 days or so, 15 of which we announced in 2025, are giving us capacity to accelerate investments in our businesses. Now also remember our businesses are leading businesses in the areas where we choose to compete. Now we are leading in the services we offer our clients were bank of choice for many of those. Therefore, these investments are expected to drive higher revenues and higher returns than any of the businesses we're disposing broadly speaking. What I would like to say, though, about also -- well, additional about revenue growth. I mean Again, we -- the times we've given you of revenue growth year-on-year, rising to 5%. Our foundation or baseline targets we shared in February. We're reiterating now. These are targets for which we run the bank where we're running the bank for the next three years under a range of different scenarios. Of course, if we see opportunities to accelerate and if we see supporting market conditions as we have seen in the first half of this year, you should expect us to be able to beat the targets, including starting in 2026. But we're not changing the foundational baseline target for how we run the bank across a range of scenarios. Pam?""

**Answer (Kaur):** ""Yes. Thank you, Andrew. So firstly, we are not commenting on consensus or giving a cost guidance for 2027. But let me just unbundle a few things. As Georges said, that targets are the baseline to which we manage the bank. We continue to work hard as we have done this year to exceed our targets and we see no change in doing that. If there are good market opportunities, the right hurdle rate and within our risk appetite. So if the outperformance continues or even if we just take the outperformance for the first half on revenues, the starting point for next year will be higher. So therefore, please consider any targets, which we are not changing. They're just half it through the year at the moment will be based on a higher baseline. And then in terms of the overall spend, I've already said that we look at the overall investment opportunities. And this year, the increase through investment inflation was 5%. We said we would accelerate some investments as we go into next year. So that number would be a bit higher. But we do have, obviously, partly offsetting that, and the operator word is, partly, offsetting that, the additional benefits we are getting both in terms of the increased simplification cost, which is $300 million, which goes into next year as well as an addition of the redeployment of costs coming from our divestments. But again, it's very focused spend in areas where we have competitive strategic advantage when we have revenue growth as well as some very strong cost discipline. So in terms of our overall revenue cost story line, nothing should change from here.",,,
98,HSBC,HSBC,"Melissa Kuang, Goldman Sachs","Georges Elhedery, Group CEO / Manveen Kaur, CFO","Just a couple of questions, just back on the NII. Just wondering on the HIBOR moves that we have seen, which is slightly towards the end of the second half of the second quarter. And if you look at the sensitivities that you have put in your Hong Kong dollar sensitivity has fallen by about half since the first quarter. Just can you give some color on what hedges have you taken? And what have you done there? And in terms of when we look at the third quarter and NII, we see any benefits from the HIBOR going in there? And also maybe talk a little bit about the deposit side and any deposit competition and what's going on there that perhaps made you a bit less aggressive in terms of grading your NII guidance? Then the second question is on Wealth. Your net new money appears to remain broadly on track and at the run rate. Can we just maybe give a little bit of understanding in terms of the AUM outside Asia has declined quarter-on-quarter. Maybe some color there. And also, if any of the recent China cross-border rules, is there anything new? Anything we should understand about and also in terms of behavior -- client behavior, is there any changes?","Thank you very much, Melissa. Melissa, I'm going to ask Pam to take two questions, but I'd like first to make some comments on net new money and the deposits. The first one is very strong net new money quarter, both globally and in Asia. Of course, Asia is the leading -- the #1 wealth manager in Asia Asian net new money is very important. They're broad-based. Hong Kong remains a very important center with us -- for us with about $0.5 trillion of Wealth balances and 10% growth of Wealth balances on a year-on-year basis. And in Asia, in total, we manage about $1.1 trillion of Wealth balances. In -- with regards to the cross-border rules, just to make some comments on this. What's important to note is you should expect us to be operating at the high standards of rules and regulation. You should expect us to have all the robust up-to-date procedures for client onboarding. And we actually welcome some of these clarifications that have come in May and June, specifically, the State Council Decree 837, which is intended to provide a clear guidelines for these outbound investments. First, I would believe is that these clarifications are not meant to discourage or restrict cross-border. They meant to provide guidelines on how to conform with the rules. And second, when we look at our client onboarding in May, in June and so far in July, we have seen account opening not affected by these additional onboarding declarations and therefore, remain confident in the medium- to long-term outlook for Hong Kong to be the leading cross-border wealth hub for the planet, but also a very important Wealth hub for the mainland. Pam?""

**Answer (Kaur):** ""Yes. Thank you, Melissa. So firstly, in terms of Hong Kong hedge in the first half of '26. We have increased our Hong Kong hedge. We have looked at new products. We've had some new fixed rate customer lending, so that has helped. And that is again, reduced our sensitivity, as you can see to any rate moves. And of course, HIBOR has moved down to 2.62%. It's been under pressure last few weeks. We saw that a few months ago as well. And just to reiterate, when we give our guidance we look at this short-term volatility in HIBOR as one of the factors to consider in our plausible scenarios. So very comfortable with the overall guidance and the direction of travel we have and we've been working for a while in terms of looking at ways to increase our Hong Kong dollar hedge, and that's working very well now. Now I just want to add, in terms of the net new money, I would just say $25 billion is still a strong number for the quarter and is broadly aligned with our recent quarterly run rates, 8% to 9% annualized. So really nothing more to add on that. Thank you, Melissa.",,,
99,HSBC,HSBC,"Amit Goel, Mediobanca","Georges Elhedery, Group CEO / Manveen Kaur, CFO","Sorry, I just wanted to follow up -- apologies to ask on it again, but just on the cost piece, just to make sure I understand it correctly in terms of the incremental or the acceleration in spend. So is that -- in terms of the accelerated spend, is that more than the kind of $500 million incremental simplification savings or around the same amount? And then, how are you thinking about the payoff from that in terms of will that be kind of benefiting 2028 earnings? Or is this more kind of 2029 to 2030? So really, just trying to understand that a little bit better would be helpful.","Thank you very much, Amit. I'm going to ask Pam to comment on this. Let me just say on the headline, Amit, we are fully committed to cost discipline, we recognize we have fantastic growth opportunities, and we are creating capacity to be able to invest in those growth opportunities. So that is what we're managing as you look forward. But the cost discipline remains steadfast. Pam?""

**Answer (Kaur):** ""Okay. Thank you, Amit. So firstly, the payoffs of the investment we do sometimes comes very quickly, actually intra-year. And I'll draw your attention to some of the additional acceleration of investment we did in our Security Services business last year, which pretty much gave us payoffs and new mandates, both last year and into this year. So the payoffs don't have to wait for 1 or 2 years. These are very quick payoffs and because they are in areas where we are -- already have plans, we have already invested and it's just accelerating as opposed to some de novo new areas. So that's the first point. Now in terms of costs, as I said, that the simplification savings, to be very clear, will partly offset the accelerated costs. So you can expect some shift on that case. However, it will be very much determined based upon where we see the revenue projections and where we see accelerated growth opportunities. And 1 thing we are crystal clear about run the bank cost discipline will not change. And any investment will have to stand in terms of the hurdle rates we have for returns. And that's the competitive process when we look at a range of opportunities, and then we make the choice, whether it's with regard to simplification savings being redeployed or indeed, redeployment of costs coming from divestments.",,,
100,HSBC,HSBC,"Amit Goel, Mediobanca (follow-up)","Georges Elhedery, Group CEO","And sorry, and just to follow up to when we talk about acceleration, does that mean that the following year. So 2028, we would expect to see a drop-down in that investment spend? Or do we just see that continuing beyond '27?","So Amit, we're not giving guidance actually for '27 or '28. But the reason we're saying acceleration is these are investments along our strategic priorities that have been very much earmarked, flagged, we know of them. We know the benefits they can provide. These are not, as Pam said, new initiatives we're coming up with because we have revenue growth. So this is really what we mean is bringing forward some of this investment plan to bring forward the growth opportunity that come with it and allow us to gain market share even faster exactly along those strategic priorities we called out for which we are generating the right returns. Thank you, Amit.",,,
101,HSBC,HSBC,"Kunpeng Ma, China Securities","Georges Elhedery, Group CEO","I have two questions. The first is on the financing demand of the corporate clients. We can see the loan demand is returning. And also, we can also see many of those financing demands are on capital markets. So can we have some outlook on the future trend of the corporate -- of the financing demand of the corporate clients? How can HSBC handle the demand, especially for those on capital markets? Yes. The second is on Hang Seng Bank. I remember George just mentioned that some cases of the synergies like new customer acquisition. So can we have more color on this kind of synergies? And what kind of synergies can we expect in the future between the 2 banks?","Thank you, Kunpeng. I think, Kunpeng, I can take both questions here. So first, we're pleased to see corporate demand, financing demand continue. Actually, we're seeing it now continue in the U.K., and that's a continuation of the trend we've seen in quarter 1, aligned to the ambition of the U.K. to drive growth, and we -- as the U.K.'s leading international bank, very pleased to be supporting this both domestically, but also by bringing international investors into the U.K. But we're also very pleased to see that Hong Kong loans has picked up after many quarters of slowdown or contraction. So this is a very encouraging development for Hong Kong, and we do certainly hope that this is a trend. And our outlook remains very positive on this. And then you called it out very eloquently as well. Capital markets have played a very important role, in particular in Hong Kong, where we've seen practically 50% growth in financing through capital markets, including debt capital markets and IPOs. And we're superbly well positioned to play a very important role with customers as a leading debt financing house but also as a materially growing IPO financing house with now 40 live IPOs that we have in Hong Kong. The substantial increase from previous years and 70 IPOs across ex Asia. So certainly a very encouraging trend, which we hope to see continue. With regards to Hang Seng Bank, so we called out, if you recall, $500 million of reported synergies. These are audited standard -- U.K. audit standards of reported synergies and an additional $400 million of related benefits, which are broadly taking the overall synergies and related items to $900 million, which we are hoping to achieve in full over the next 3 years -- about 3 years. We're more than 80% now live in execution on the various execution work streams of these synergies, therefore, have a high level of confidence in our ability to drive those synergies. We have seen some substantial benefits. I called out earlier, 60,000 new-to-bank customers by gaining the synergies of HSBC is digital onboarding, that's double what Hang Seng Bank was able to onboard in quarter 1, 30,000. This is a clear demonstration of benefits of these synergies. We've also made multiple senior leadership announcements, in particular, in areas of infrastructure, back-office, technology, manufacturing, where now we have a single leadership in Hong Kong across HSBC and Hang Seng to drive alignment and synergies. But I would say, remember, we are net investor in talent and in technology of Hong Kong. Therefore, we do expect that if there are roles and there will be roles impacted by driving these synergies that the individuals have all the retraining and reskilling opportunities to be able to take on jobs in those areas where we invested.",,,
102,HSBC,HSBC,"Katherine Lei, JPMorgan","Georges Elhedery, Group CEO / Manveen Kaur, CFO","I have three questions. The first question is on ECL charges is on asset quality, right? So if we look at the Hong Kong CRE, it does seem like the asset quality trend has stabilized. Do you expect this trend to change or to further improve in the upcoming quarters? And also that we see, it seems like there is no notable overlay related to the Middle East situation that's been taken this quarter, how should we look at the situations with some escalation of the conflict again in the third quarter? Should we be saying that the key portions of the overlay have been taken. And going forward, it will be driven by like, say, Stage 3 loans? So this is on the asset quality side. On the second side, I just want to follow up on the cross-border one, on the China's cross-border regulations. Is the regulators like is the regulators consulting industry players, including HSBC, when they are drafting the details of the individual ODI regulations have been communicating and talking to the regulators on like potential directions of where that regulation is trending to and et cetera? Okay. I will just be with these two questions first.","Thank you, Katherine. I'll take your second question, and Pam can comment on the asset quality. So you would expect case to be in constant engagement with regulators, both in Hong Kong and in the Mainland at all levels. and engaging with them specifically with regards these and any other regulation. So this is a matter of just business as usual, I would say. And remember, we always operate at the highest standards of rules and regulations everywhere we operate specifically for client onboarding, cross-border rules where we have lost procedures. Pam?""

**Answer (Kaur):** ""Thank you, Katherine. So, from an ECL perspective, yes, Hong Kong, very encouraging signs. The top-up on the ECL line was just over $150 million for the quarter. Hong Kong residential is recovering very well, very stabilized now, house price index was up 18% year-on-year, and volumes are also up 36% in the first half year-on-year. Now in terms of retail, on the retail sales, we've seen 13 consecutive growth months growing at 11% year-on-year this year, and this is because of increased tourist activity and also effect of positive growth in Wealth. And offices in terms of the prime areas, it's in a good space because the overall vacancy rates are gradually declining to around 16%. But in Central, they have continued to fall even more vacancy rates down to 10% and rents are up 6% year-to-date. Now having said that, where we see some stress continuing is in pockets like in East Kowloon, where vacancy rates remain elevated at 20% and rents have further slipped by 4%. And that's in the office space and also some in the non-core retail space. So all in all, no new impairments and the real impact in the ECL charge this quarter comes from the pop-ups due to valuation declines in the existing impaired portfolio. And I expect that we'll, of course, watch it very closely and notwithstanding any sort of idiosyncratic kind of a situation, we do believe this is stabilizing very well indeed. Now from a Middle East perspective, I just want to remind you, the $300 million reserve that we built in Q1 still holds we have not released that reserve. That's in line with the policy. We like to see full two clear quarters of stability and -- before we release any of our reserves. So that is continuing. We have looked at small pockets of overlays how we shift and change them at an individual name level or indeed sector and geography level. And the Middle East actual experience we see on the ground has been really quite benign and the ECLs for our Middle East exposures in the Middle East has been very small, much lower than even $100 million number. Overall, of course, what we are very mindful is that pockets of increase in defaults globally, particularly in mid-market, where our exposures are small. Small exposures can also add up and that's contributed to some of the ECL charge for this quarter. And lastly, we are not -- we have now also taken out the very specific scenario we had created for the Middle East because that's now all factored in the downside scenario in terms of the overall economic factors and forward economic guidance.",,,
